data_pid,location,price,time,title,month,brand,series,model,storage,coment
,        충북 청주시 서원구 산남동      ,620000,,아이폰 13프로 256 시에라 블루 팝니당,,애플,아이폰 13,pro,256,오늘 다시 폰 구매할거라서 아직 사진이 없습니다 시에라 블루 색상  배터리 효율 82% 전체적으로 깨끗한편이고 배터리충전 부분 미세 찍힘 기스 있습니다  케이스 끼면 안보이고 너무 예민하신분은 어려울것같아요!
,        경기도 김포시 운양동      ,20000,,아이폰13 프로 디자인스킨 커버 및 카메라 커버,,애플,아이폰 13,pro,,아이폰 13프로 본체 및 카메라 커버 입니다 실사용 1달
,        경남 김해시 내외동      ,700000,,아이폰 13프로 128 스그,,애플,아이폰 13,pro,128,판매
,        서울 영등포구 양평제2동      ,700000,,아이폰13 프로 256 그래파이트 aa급 풀박스,,애플,아이폰 13,pro,256,"항상 필름 + 케이스 같이 써서 외관은 새거랑 같습니다.  22년 초에 구매해서 2년 4개월 정도 사용했고 지금음 해지 상캐입니다.  배터리 성능은 85프로 입니다.  필름은 신지모루 필름 붙여져있고, 신지모루 필름 남은 2장과 박스, 정품케이블도 같이 드립니다.  "
,        부산 해운대구 좌제1동      ,650000,,iphone13pro 시에라블루 256기기 팔아용,,애플,아이폰 13,pro,256,자급제 iphone13pro 시에라블루 256기가입니다 배터리 효율 89프로입니다 . 아주 깨끗하게 쓴 편이구요 칩만 바로 꽂으시면 별도 개통 없이 사용가능합니다 전 통신사 다 사용 가능하시구요 약정할인 다 됩니다
,        충북 충주시 대소원면      ,800000,,아이폰13pro max 256 시에라블루,,애플,아이폰 13,pro max,256,배터리 87 깨끗한 편이고 아무이상 없습니다 휴대폼 사진은 제가 쓰고 있어서 없네요ㅠ
,        경기도 수원시 영통구 영통동      ,380000,,아이폰 13미니 128기가 ❤️,,애플,아이폰 13,mini,128,• 케이스 1 개 + c타입 8핀 충전기선  + 미개봉 케이스 2개   • 배터리 성능 87%  •강화필름 부착 되어있습니다   •중고 이기때문에 생활기스 있습니다 너무 예민하신 분들은 죄송합니다🙏🏻
,        대전 유성구 전민동      ,620000,,아이폰13 128미개봉 화이트 새제품,,애플,아이폰 13,regular,128,미개봉 새제품 가개통  알뜰폰 유심넣으면 바로 사용 됩니다  24년4월 제조입니다
,        전남 목포시 하당동      ,500000,,아이폰13 128gb kt기기변경 또는 통신사 변경,,애플,아이폰 13,regular,128,"💙아이폰13 128gb 블랙, 스타라이트 소량입고 💙  요금제 유지조건 x 요금제 강요 x 요금할인 조건 시 50만 실구매가 가능! 주니어, 시니어요금제 사용가능 ! 24개월 약정 !   🎁기프트박스 증정 🎁강화유리필름 증정 🎁케이스 증정 🎁고속충전기 증정   kt 석현점 1주년 기념행사입니다 🥹"
,        서울 동작구 상도동      ,690000,,아이폰13미니 256 / 아이폰12미니 128,,애플,아이폰 13,mini,256,둘다 구매시 70에 드립니다. 각각 배터리성능 87/81 개별가격 각각 49/27
,        경기도 양평군 개군면      ,280000,,아이폰 13 미니 128gb 스타라이트,,애플,아이폰 13,mini,128,"아이폰 13 미니 128gb 스타라이트 모델 판매합니다.  액정 기스는 보이지 않고, 테두리에 작은 찍힘과 기스 있습니다.  후면 카메라 유리가 파손되었으나, 촬영하는데 지장은 없었습니다.  배터리 성능 78%입니다.  수리이력이나 다른 하자 없습니다.  저렴하게 미니 사용해보실 분 가져가시면 좋겠습니다.  연락주세요"
,        경기도 안산시 상록구 월피동      ,600000,,아이폰 13미니128g미드나이트 베터리 100%팝니다,,애플,아이폰 13,mini,128,아이폰 13미니 128기가입니다.  23년 12월 개통해서 4개월정도 사용하다가 핸드폰 바꾸고 소장하고있었는데 이번에 판매하려고 합니다.  베터리 100%이고 기스찍힘없는  사진 보시다시피 상태 너무 좋습니다.  구성품 풀박스이고 구성품은 사용하지 않아 새것입니다 
,        경기도 남양주시 화도읍      ,525000,,(급처) 아이폰13 미니 블랙 128gb 배터리 효율 100%,,애플,아이폰 13,mini,128,2024년 3월에 구매한 뒤 서브폰으로 이용하던 아이폰 13 미니 128gb 판매합니다  필름과 케이스 뺀 적 없이 사용해 큰 기스 같은 하자 없어요  배터리 효율 100%입니다  당분간 택배 거래만 가능합니다
,        서울 강남구 일원동      ,550000,,[애플케어플러스]아이폰13미니 128기가 스타라이트  팝니다,,애플,아이폰 13,mini,128,애케플 25/04/02까지 넉넉하게 남았습니다 애플정품 고속충전기+케이블 같이 드립니다 보호필름은 안붙이고 사용했고 케이스는 항상 착용하여 사용했습니다 케이스는 정품가죽케이스 그린색상 사용감있는데 같이드립니다 배터리효율은 86퍼 일원역1번출구직거래 오후5시까지거래가능
,        경기도 의왕시 포일동      ,400000,,아이폰 13  구해봅니다..,,애플,아이폰 13,regular,,아이폰 13  구합니다.. 밝은색이 좋아요.. 
,        경남 김해시 장유3동      ,650000,,아이폰 13 프로 128기가,,애플,아이폰 13,pro,128,아이폰 13프로 128기가입니다.  배터리 효율 85%이고  21년 10월 구입 후 사용한 제품입니다.  사용할때는 케이스를 항상 착용해서 상태는 좋습니다.  충전은 8핀입니다.   구입의사 있으시면 연락주세요.
,        경기도 고양시 덕양구 용두동      ,1100000,,아이폰13프로맥스 1테라 s급 박스풀셋 팝니다.,,애플,아이폰 13,pro max,1TB,"전후면 사이드까지 테이핑하여 사용하다가 얼마 안되어 15로 넘어갔습니다.  개통한지는 1년 안됐으면 2024년 7월23일이 1년입니다. 배터리 상태 100프로이며, 케이스랑 필름 드립니다. 본체 외 다른 구성품 모두 미사용입니다."
,        인천 계양구 계산동      ,700000,,아이폰13프로 256,,애플,아이폰 13,pro,256,상태 양호하고 정상해지 입니다. 확정기변 선택약정 가입해서 사용하시면 됩니다. 배터리 효율 82
,        서울 중랑구 면목제2동      ,400000,,아이폰 13,,애플,아이폰 13,regular,128,아이폰 13 화이트 128기가  핸드폰 바꾸게 되어 급처분 합니다 배터리 성능 83% 동부시장 후문 메가커피앞에서 직거래!
,        경기도 화성시 영천동      ,530000,,아이폰 13 mini 256gb 팝니다.,,애플,아이폰 13,mini,256,아이폰 13 mini 256gb 미드나이트 2022.01 자급제 구매 배터리 84% 케이블 무 상태 s급  전자기기 깨끗하게 사용하기에 자부합니다.  현재 초기화 해두었고 박스 보관중이며 케이블은 없습니다😢 직거래 원하며 영천동입니다.
,        부산 수영구 남천동      ,700000,,아이폰13프로 128기가 풀박스 판매및교환,,애플,아이폰 13,pro,128,풀박에 충전케이블 사용도안했습니다 배터리91프로 무기스 무까짐  강화유리 붙혀져있구요. 강화유리조차 깨끗함  케이스4개 있구요. 싸구려 케이스아닙니다  남부산우체국앞거래 광안리거래  추가금20만원으로 14프로 풀박스 상태 비슷한수준으로 교환합니다
,        서울 금천구 가산동      ,900000,,아이폰 13 블루 512기가 미개봉,,애플,아이폰 13,regular,512,아이폰 13 512기가 블루 미개봉제품 판매합니다!  제조년은 21년 9월이고  미개봉 자급제 제품으로 새제품입니다! 유심 넣고 재부팅 하시거나 확정기변 하시면 바로 사용 가능해요  평일 10~19시까지 가디에서 직거래 가능해요 구매 원하시면 메세지 주세요!! 😎
,        서울 서초구 서초4동      ,740000,,아이폰 13 프로 512 팝니당,,애플,아이폰 13,pro,512,-배터리 95%% -카메라 무음 미국판 -512 g -기스없음 상태 완벽  스페이스 그레이
,        대전 서구 괴정동      ,450000,,아이폰 미니13 미드나이트256기가,,애플,아이폰 13,mini,256,박스는있는데 내용물은 없어용 기스 다른곳은 없고 카메라쪽 겉 라인 사진과동일합니다 액정기스없고 다른곳은 기스없어요
